id,smiles,cyp3a4,molecule_weight
ID_3028,CCS(=O)(=O)N1CCC(C(=O)NCc2occc2)CC1,0,0
ID_7754,O=C(NCc1oc(C)cc1)[C@@H]1C[C@H]1[C@H](c1ccccc1)NP(=O)(c1ccccc1)c1ccccc1,1,0
ID_7760,O=C(NCc1oc(C)cc1)[C@H]1C[C@@H]1[C@@H](c1ccccc1)NP(=O)(c1ccccc1)c1ccccc1,1,0
ID_4994,O=C(NCc1oc(C)cc1)c1c[n](CC(C)C)c(=O)c2c1cc(c(c2)OC)OC,0,0
ID_7514,O=C(NCc1occc1)c1cc([n]c2c1cccc2)c1sc(C)cc1,1,0
ID_10533,O=C(C1CC1)c1cc([nH]c1)C(=O)NCc1occc1,0,0
ID_10534,O=C(C1CCCCC1)c1cc([nH]c1)C(=O)NCc1occc1,0,0
ID_10535,O=C(NCc1occc1)c1ccc(N2CCCC2=O)cc1,0,0
ID_1799,CCCCC[n]1c(=O)c2ccc(cc2[n]c1SCc1cc[n]cc1)C(=O)NCc1occc1,1,0
ID_10536,O=C(NCc1occc1)c1cc2[nH]c(=S)[n](c3ccccc3)c(=O)c2cc1,0,0
ID_2888,CCOc1ccc([n]2c3ccc(cc3[n]c2C)C(=O)NCc2occc2)cc1,0,0
ID_1881,CCCCOc1ccc(C(=O)NCc2occc2)cc1,0,0
ID_7937,O=C(NCc1occc1)c1c(N(Cc2ccccc2)S(=O)(=O)c2ccc(C)cc2)cccc1,1,0
ID_10537,O=C(NCc1occc1)c1c(NS(=O)(=O)c2sc(Br)cc2)cccc1,0,0
ID_7556,O=C(NCc1occc1)c1sc(=S)[n](c2ccc(C)cc2)c1N,1,0
ID_5176,O=C(NCc1occc1)c1sc(=S)[n](c2ccc(OC)cc2)c1N,1,0
ID_8098,O=C(NCc1occc1)c1[n][n][n](c2cc(C)ccc2)c1N,0,0
ID_5586,O=C(NCc1occc1)c1c2c([n](Cc3ccc(OC)cc3)c1N)[n]c1c([n]2)cccc1,1,0
ID_10538,O=C(NCc1occc1)c1[nH]c(=O)c2[n][n][n](Cc3cc(Cl)ccc3)c2[n]1,0,0
ID_10539,O=C(NCc1sccc1)C1CCN(S(=O)(=O)c2cccc3c2[n]s[n]3)CC1,1,0
ID_764,O=C(NC(C)(C)C)CN(Cc1sccc1)C(=O)C1Oc2c(OC1)cccc2,1,0
ID_10540,O=C(NCc1sccc1)O[C@H]1C[C@@H]2C[C@H]1CC2,0,0
ID_951,O=C(NCc1sccc1)c1c2c([n](c1N)CCC(C)C)[n]c1c([n]2)cccc1,0,0
ID_1797,CCCCC[n]1c(N)c(c2c1[n]c1c([n]2)cccc1)C(=O)NCc1sccc1,1,0
ID_1938,CCCC[n]1c(N)c(c2c1[n]c1c([n]2)cccc1)C(=O)NCc1sccc1,0,0
ID_7681,O=C(NCc1sccc1)c1c2c([n]c(c3c(C)ccc(c3)C)c1)cccc2,1,0
ID_6007,O=C(NCc1sccc1)c1oc2[n]c3ccc(OC)cc3cc2c1,0,0
ID_7881,O=C(NCc1sccc1)c1c(Nc2c(cc(C)cc2)C)[n]ccc1,1,0
ID_8767,O=C(NCc1sccc1)c1c([n]oc1C)c1c(Cl)cccc1,0,0
ID_9982,O=C(NCc1sccc1)c1[n][n][n]2c3cccc(Cl)c3c(N)[n]c12,0,0
ID_10541,O=C(NCc1c[n]([n]c1c1ccccc1)c1ccccc1)c1cc(cc(c1)N(=O)=O)N(=O)=O,1,0
ID_5408,O=C(N(C)Cc1c[n](C)[n]c1C)c1[n][n]2C(CC(Nc2c1Cl)c1ccc(OC)cc1)C(F)(F)F,1,0
ID_8603,O=C(NCc1c([n][n](C)c1C)C)c1c[n][n]2C(CC(Nc12)c1ccccc1)C(F)(F)F,1,0
ID_324,C=CC[n]1c([n][nH]c1=S)C(C)NC(=O)c1ccccc1,0,0
ID_10542,O=C(NCc1[n][nH]c(=S)[n]1c1cc(Cl)ccc1)c1ccc(S(=O)(=O)N2CCCC2)cc1,1,0
ID_5174,O=C(NCc1[n][nH]c(=S)[n]1c1ccc(OC)cc1)c1ccc(S(=O)(=O)N2CCCC2)cc1,1,0
ID_7545,O=C(N(Cc1[n]c([n]o1)c1ccc(C)cc1)C(C)C)C12CC3CC(CC(C3)C1)C2,0,0
ID_9042,O=C(NCc1[n](C)c(SCc2ccccc2)[n][n]1)Nc1ccccc1,1,0
ID_5304,OCC(NC(=O)c1ccc(OC)cc1)c1[n](C)c(SCc2cc(c(cc2)Cl)Cl)[n][n]1,0,0
ID_3318,CC[n]1c(C(C)NC(=O)c2c(Br)cccc2)[n][n]c1SCc1ccc(N(=O)=O)cc1,1,0
ID_2467,CCOC(=O)C(C)Sc1[n](C2CCCCC2)c(CNC(=O)c2ccc(OC)cc2)[n][n]1,1,0
ID_2572,CCOC(=O)CSc1[n](C2CCCCC2)c(CNC(=O)c2ccc(OC)cc2)[n][n]1,1,0
ID_2912,CCOc1ccc(C(=O)NN2C(=O)C3C(C2=O)C2OC3C=C2)cc1,0,0
ID_1357,O=C(NN1C(=O)C2CCC(C)(C1=O)C2(C)C)c1ccc(O)cc1,0,0
ID_10543,O=C(NN1C(=O)c2c(C1=O)cccc2)C1CCCCC1,0,0
ID_7954,O=C(NN1CCCCCC1)NS(=O)(=O)c1ccc(C)cc1,0,0
ID_3816,O=C(NN1CCN(C)CC1)c1ccc(F)cc1,0,0
ID_3817,O=C(NN1CCN(C)CC1)c1cc(F)ccc1,0,0
ID_3818,O=C(NN1CCN(C)CC1)c1c(F)cccc1,0,0
ID_7140,O=C(NN1CCN(C)CC1)c1c(C)c(N(=O)=O)ccc1,0,0
ID_7141,O=C(NN1CCOCC1)c1[n][n](c2c(cc(Cl)cc2)Cl)c(c1C)c1ccc(I)cc1,0,0
ID_7640,O=C(NN1CCOCC1)c1ccc(C)cc1,0,0
ID_7955,O=C(NN1C[C@H]2CCC[C@@H]2C1)NS(=O)(=O)c1ccc(C)cc1,0,0
ID_10544,O=C(NN=C1C2CC3CC(CC1C3)C2)c1cc(Cl)ccc1O,1,0
ID_10545,O=C(NN=C1C2CC3CC(CC1C3)C2)c1cc[n]cc1,1,0
ID_7515,O=C(NN=C1CCCC1)c1cc([n]c2c1cccc2)c1ccc(C)cc1,1,0
ID_1040,O=C(NN=C1CCN(C(C)C)CC1)c1oc(Br)cc1,1,0
ID_1975,CCCN1CCC(=NNC(=O)c2oc(Br)cc2)CC1,0,0
ID_10546,O=C(NN=C1c2ccccc2c2ccccc12)c1[n]cccc1,1,0
ID_10547,O=C(NN=c1c(=O)c2c(c1=O)cccc2)c1ccccc1,0,0
ID_7836,Cc1ccc(NC(=O)NNC(=O)C2CC(=NO2)c2c[n]ccc2)cc1,0,0
ID_10548,O=C(c1[n]cc[n]c1)NNC(=O)C1CCCCC1,0,0
ID_7641,Cc1ccc(C(=O)NNC(=O)C2CCCN(C2)c2[n]ccc[n]2)cc1,0,0
ID_8109,Cc1cc(ccc1)C(=O)NNC(=O)C1OCCC1,0,0
ID_10549,O=C(C1Oc2c(OC1)cccc2)NNC(=O)c1ccccc1,0,0
ID_10550,O=C(Nc1ccccc1)NNC(=O)c1c2c([n]c(c3ccc(c(c3)Cl)Cl)c1)cccc2,0,0
ID_8215,Clc1c(c2[n]c3c(c(C(=O)NNC(=O)Nc4cc(C)ccc4)c2)cccc3)cccc1,1,0
ID_10551,Clc1cc(ccc1)C(=O)NNC(=O)c1sc2[n]c3c(cc2c1)cccc3,0,0
ID_10552,O=C(c1ccccc1)NNC(=O)C(=O)N1CCCCC1,0,0
ID_7309,Clc1ccc(NC(=O)NN(C(=O)c2cc(cc(c2)C)C)C(C)(C)C)cc1,1,0
ID_751,O=C(c1ccccc1)N(NC(=O)Nc1cc(c(cc1)Cl)Cl)C(C)(C)C,1,0
ID_752,Clc1c(C(=O)N(NC(=O)Nc2ccccc2)C(C)(C)C)cccc1,1,0
ID_8319,Fc1ccc(C(=O)NNC(=O)c2c(C)cccc2)cc1,0,0
ID_10555,Clc1ccc(C(=O)NNC(=O)c2c(O)cccc2)cc1,0,0
ID_10553,Clc1cc(ccc1Cl)C(=O)NNC(=O)c1c([n]2cccc2)cccc1,1,0
ID_10554,O=C(c1ccccc1)NNC(=O)c1c([n]2cccc2)cccc1,0,0
ID_1513,CCC(=O)Nc1ccc(C(=O)NNC(=O)c2sccc2)cc1,0,0
ID_10557,O=C(NNC(=O)c1cc[n]cc1)c1cc[n]cc1,0,0
ID_8320,Cc1c(cccc1)C(=O)NNC(=O)c1ccoc1C,0,0
ID_8761,Fc1ccc(C(=O)NNC(=O)c2ccoc2C)cc1,0,0
ID_2028,CCCOc1ccc(C(=O)NNC(=S)NC(=O)c2cc([n]c3c2cccc3)c2ccccc2)cc1,1,0
ID_7644,S=C(NC(=O)c1ccc(Cl)cc1)NNC(=O)c1ccc(C)cc1,1,0
ID_10559,S=C(NC(=O)c1c[n]ccc1)NNC(=O)c1ccccc1,0,0
ID_5320,S=C(NC(=O)c1occc1)NNC(=O)c1ccc(OC)cc1,0,0
ID_1661,CCCC(=O)Nc1ccc(C(=O)NNC(=S)NC(=O)c2sccc2)cc1,0,0
ID_8796,O=C(c1c(c(sc1)C)C)NNC(=S)NCC1OCCC1,0,0
ID_3151,CCc1scc(c1)C(=O)NNC(=S)NCC1OCCC1,0,0
ID_7250,O=C(c1cc(C)[n]c2c1cccc2)NNC(=S)NC(C)c1ccccc1,1,0
ID_10560,O=C(C1CC1)NNC(=S)Nc1ccccc1,0,0
ID_10561,O=C(c1occc1)NNC(=S)Nc1ccccc1,0,0
ID_8602,O=C(c1[n](C)[n]c(C)c1N(=O)=O)NNC(=S)Nc1ccc(Cl)cc1,0,0
ID_6503,O=C(c1[n](C)[n]c(C)c1Cl)NNC(=S)Nc1c(OC)cccc1,1,0
ID_8607,O=C(c1c[n](C)[n]c1C)NNC(=S)Nc1ccc(F)cc1,0,0
ID_8608,O=C(c1c[n](C)[n]c1C)NNC(=S)Nc1ccccc1,0,0
ID_8230,O=C(c1c2c(sc1)CCCC2)NNC(=S)Nc1cc(C)ccc1,0,0
ID_1307,O=C(NNC1=NC(Cc2c1cccc2)(C)C)c1cc[n]cc1,1,0
ID_7251,O=C(NNCc1ccccc1)c1cc(C)o[n]1,0,0
ID_5854,O=C(NNS(=O)(=O)c1ccc(OC)cc1)C1Oc2c(C1)c1c(cc2)cccc1,1,0
ID_10563,O=C(NC1CCCCC1)NNS(=O)(=O)c1ccc(Cl)cc1,0,0
ID_7838,O=C(Nc1ccc(C)cc1)NNS(=O)(=O)c1ccc(Br)cc1,0,0
ID_3271,CC[n]1c2ccc(cc2[n]c1C)C(=O)NNS(=O)(=O)c1c(F)cccc1,0,0
ID_7294,O=C(NNS(=O)(=O)c1ccc(Cl)cc1)c1sc2[n]c(cc(c2c1[n]1cccc1)C)C,1,0
ID_7293,O=C(NNS(=O)(=O)c1ccc(Br)cc1)c1sc2[n]c(cc(c2c1[n]1cccc1)C)C,1,0
ID_10562,O=C(NNS(=O)(=O)c1cc(cc(c1)Cl)Cl)c1sccc1[n]1cccc1,1,0
ID_10564,O=C(NNS(=O)(=O)c1ccc(Cl)cc1)c1sccc1[n]1cccc1,1,0
ID_11087,OC(=O)c1c(C(=O)NNc2ccc(Cl)cc2)cccc1,1,0
ID_10565,O=C(Nc1ccc(Cl)cc1)NNc1[n]c(ccc1)Cl,1,0
ID_10566,O=C(Nc1c(Cl)cccc1)NNc1[n]c(Cl)ccc1,1,0
ID_8107,O=C(NN(C)c1[n]c(c2ccccc2)[n][n]c1C(F)(F)F)c1cc(C)ccc1,0,0
ID_10567,O=C(NNc1sc2c([n]1)cccc2)C1CC1,0,0
ID_10568,O=C(NNc1sc2c([n]1)cccc2)c1c(F)cccc1,0,0
ID_7957,O=C(OC12N(COC1)COC2)NS(=O)(=O)c1ccc(C)cc1,0,0
ID_9893,O=C(c1ccccc1)NS(=O)(=O)c1ccc(N)cc1,0,0
ID_4392,C[C@H]([C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1)C(=O)OC,1,0
ID_6946,OC[C@H](NC(=O)[C@@H]([C@@H]1C[C@@]1(C)[C@H](c1ccccc1)NC(=O)OCc1ccccc1)C)C,1,0
ID_10573,OC(=O)[C@@H]1C[C@H]1[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,0,0
ID_3950,C[C@H]([C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1)C(=O)NC,1,0
ID_4626,C[C@H]([C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1)C(=O)NCCOC,1,0
ID_4236,Fc1ccc(OC(=O)N[C@@H](c2ccccc2)[C@@H]2C[C@H]2C(=O)OC)cc1,1,0
ID_4238,COC(=O)[C@@H]1C[C@H]1[C@@H](NC(=O)c1ccccc1)c1ccccc1,0,0
ID_4239,COC(=O)[C@@H]1C[C@H]1[C@@H](NC(=O)c1c[n]ccc1)c1ccccc1,1,0
ID_10571,O=C(NCc1ccccc1)[C@@H]1C[C@H]1[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,1,0
ID_10572,O=C(NCc1[n]cccc1)[C@@H]1C[C@H]1[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,1,0
ID_8763,OC(=O)[C@H]1N2C(=O)[C@@H](NC(=O)c3c([n]oc3C)c3c(F)cccc3Cl)[C@@H]2SC1(C)C,0,0
ID_1333,OC(=O)[C@H]1N2C(=O)[C@@H](NC(=O)C3(N)CCCCC3)[C@H]2SC1(C)C,0,0
ID_1340,OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)N3CCNC3=O)c3ccccc3)[C@H]2SC1(C)C,0,0
ID_4952,O=C(N[C@@H]1CN2CCC1CC2)c1c(OC)cc(N)c(Cl)c1,0,0
ID_3951,C[C@H]([C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1)C(=O)NC,1,0
ID_4627,C[C@H]([C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1)C(=O)NCCOC,1,0
ID_6947,OC[C@H](NC(=O)[C@@H]([C@H]1C[C@]1(C)[C@@H](c1ccccc1)NC(=O)OCc1ccccc1)C)C,1,0
ID_6766,FCCNC(=O)[C@H](C)[C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1,1,0
ID_4393,C[C@H]([C@H]1C[C@]1(C)[C@H](NC(=O)OCc1ccccc1)c1ccccc1)C(=O)OC,1,0
ID_4402,Fc1ccc(OC(=O)N[C@H](c2ccccc2)[C@H]2C[C@@H]2C(=O)OC)cc1,1,0
ID_4404,COC(=O)[C@H]1C[C@@H]1[C@H](NC(=O)c1c[n]ccc1)c1ccccc1,1,0
ID_4403,Cc1cc([n](C)[n]1)C(=O)N[C@H](c1ccccc1)[C@H]1C[C@@H]1C(=O)OC,1,0
ID_8764,OC(=O)[C@H]1N2C(=O)[C@H](NC(=O)c3c([n]oc3C)c3c(F)cccc3Cl)[C@@H]2SC1(C)C,0,0
ID_8768,OC(=O)[C@H]1N2C(=O)[C@H](NC(=O)c3c([n]oc3C)c3c(Cl)cccc3)[C@@H]2SC1(C)C,0,0
ID_3369,O=C(N(C)[C@@H]1[C@@H](N2CCCC2)CCCC1)c1cc(c(cc1)Cl)Cl,1,0
ID_528,OC[C@@H]1O[C@@H]([C@@H](NC(=O)c2c(c(N(C)C(=O)C)c(c(NC(=O)C)c2I)I)I)[C@H]([C@@H]1O)O)O,0,0
ID_9084,C[n]1cc(c2c1cccc2)C(=O)C(=O)N[C@H]1CN2CCC1CC2,0,0
ID_7535,O=C(Nc1[n]2ccc[n]c2[n]c1c1ccc(C)cc1)C1CC1,0,0
ID_8380,O=C(Nc1[n]2ccc(C)cc2[n]c1c1sccc1)c1ccccc1,1,0
ID_6215,COc1cc(NC(=O)c2oc3c(c2NC(=O)c2cc4c(OCO4)cc2)cccc3)ccc1,1,0
ID_10576,O=C(Nc1c2c([n][n]1c1ccc(F)cc1)CS(=O)(=O)C2)C12CC3CC(CC(C3)C1)C2,1,0
ID_8311,O=C(Nc1c2c([n][n]1c1c(C)cccc1)CSC2)c1ccc(S(=O)(=O)N(C)C)cc1,1,0
ID_7565,O=C(Nc1c2c([n][n]1c1ccc(C)cc1)CSC2)c1sccc1,1,0
ID_8310,O=C(Nc1c2c([n][n]1c1c(C)cccc1)CSC2)c1c([n]oc1C)c1c(Cl)cccc1,1,0
ID_10577,O=C(Oc1ccccc1)Nc1c[nH]c(=O)[nH]c1=O,0,0
ID_4420,Brc1cc2c(NC(=O)Oc3ccccc3)c([nH]c2cc1)C(=O)OC,0,0
ID_4417,O=C(Nc1c2c([nH]c1C(=O)OC)cc(OC)cc2)c1ccc2c(c1)OCO2,1,0
ID_2679,CCOC(=O)c1[nH]c2c(c1NC(=O)c1ccc3c(c1)OCO3)cc(OC)cc2,1,0
ID_2674,CCOC(=O)c1[nH]c2c(c1NC(=O)c1ccc3c(c1)OCO3)cc(c(c2)OC)OC,1,0
ID_7172,O=c1c(NC(=O)\C(=C/c2ccccc2)\NC(=O)c2ccccc2)c(C)[n](C)[n]1c1ccccc1,1,0
ID_7177,O=C(Nc1c(C)[n](C)[n](c2ccccc2)c1=O)C1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,1,0
ID_7187,O=C(Nc1c(C)[n](C)[n](c2ccccc2)c1=O)c1c[n]ccc1,0,0
ID_7255,O=C(Nc1c([n](C)[n](c2ccccc2)c1=O)C)c1cc([n]c2c1cccc2)C,0,0
ID_8596,O=C(Nc1c([n](C)[n](c1=O)c1ccccc1)C)c1c([n][n](c1Cl)c1ccccc1)C,0,0
ID_2680,CCOC(=O)c1c(c2ccc(C)cc2)csc1NC(=O)C1C(C(=O)O)CC=CC1,0,0
ID_8778,OC(=O)C1C(C(=O)Nc2sc(C)c(c2C(=O)N)c2ccc(C(C)(C)C)cc2)CCCC1,0,0
ID_8777,N#Cc1c(c2ccccc2)c(C)sc1NC(=O)C1CCCCC1,1,0
ID_2682,CCOC(=O)c1c(c2ccccc2)csc1NC(=O)c1cc(N2C(=O)CCC2=O)ccc1,0,0
ID_10579,O=C(Nc1cc(cc(c1)C(=O)Nc1ccc(cc1S(=O)(=O)O)S(=O)(=O)O)C(=O)Nc1ccc(cc1S(=O)(=O)O)S(=O)(=O)O)Nc1cc(cc(C(=O)Nc2ccc(cc2S(=O)(=O)O)S(=O)(=O)O)c1)C(=O)Nc1ccc(cc1S(=O)(=O)O)S(=O)(=O)O,0,0
ID_8754,O=c1oc(C)c(cc1NC(=O)c1ccccc1)C(=O)c1ccccc1,1,0
ID_6348,O=C(Nc1cc2c(oc1=O)ccc1c2cccc1)c1c(OC)cccc1,0,0
ID_7648,O=C(Nc1cc2C(=O)CCCc2oc1=O)c1ccc(C)cc1,0,0
ID_10583,O=C(Nc1cc2C(=O)CCCc2oc1=O)c1ccc(Cl)cc1,0,0
ID_9340,N#Cc1c2c(sc1NC(=O)C1CC(=NO1)c1c(Cl)cccc1)CCC2,1,0
ID_2713,CCOC(=O)c1c2c(sc1NC(=O)c1c3c([n](CCCOC)c1N)[n]c1c([n]3)cccc1)CCCC2,0,0
ID_4602,Nc1[n](CCCOC)c2c(c1C(=O)Nc1sc3c(c1C(=O)OC)CCCC3)[n]c1c([n]2)cccc1,1,0
ID_4597,COCCCNC(=O)c1c2c(sc1NC(=O)c1sccc1)CCCC2,1,0
ID_4835,NC(=O)O[C@H]1[C@@H]([C@@H](Oc2c(C)c3oc(=O)c(NC(=O)c4cc(CC=C(C)C)c(O)cc4)c(c3cc2)O)OC([C@H]1OC)(C)C)O,0,0
ID_6279,O=C(Nc1cc2cccc(OC)c2oc1=O)C1CCCCC1,0,0
ID_6013,O=C(Nc1c(=O)oc2ccc(OC)cc2c1)C1CCCCC1,0,0
ID_10584,O=C(Nc1cc2c(oc1=O)cccc2)C1CCCCC1,0,0
ID_1588,N#Cc1c2c([n](C(C)CC)c1NC(=O)c1ccccc1)[n]c1c([n]2)cccc1,0,0
ID_10585,O=C(Nc1cc(Cl)c(c2cc3c(oc2=O)cccc3)cc1)c1c[n]ccc1,0,0
ID_7206,O=C(Nc1c(C)cc(oc1=O)c1ccc(Cl)cc1)c1ccccc1,0,0
ID_2727,CCOC(=O)c1cc(NC(=O)c2ccc(OC)cc2)c(=O)oc1c1ccccc1,0,0
ID_2723,CCOC(=O)c1cc(sc1NC(=O)c1ccc(OC)cc1)c1ccccc1,0,0
ID_10586,O=C(Nc1ccc(c2[n]c3cccc[n]3c2)cc1)c1cc(Br)ccc1O,0,0
ID_10587,O=C(Nc1ccc(c2[n]c3cccc[n]3c2)cc1)c1ccc(Cl)cc1,0,0
ID_10588,O=C(Nc1ccc(c2[n]c(sc2)c2ccccc2)cc1)c1c(Cl)cccc1,0,0
ID_11236,Fc1c(C(=O)Nc2ccc(c3[n]c4cc(C(=O)c5ccccc5)ccc4[nH]3)cc2)cccc1,0,0
ID_10589,O=C(Nc1ccc(c2[n]c3c([nH]2)cccc3)cc1)c1cc2c(cc1)OCO2,1,0
ID_10590,O=C(Nc1ccc(c2oc3c([n]2)cccc3)cc1)c1c[n]ccc1,1,0
ID_8060,O=C(Nc1c(cc(c2sc3cc(C)ccc3[n]2)cc1)S(=O)(=O)O)c1ccc(N)cc1,0,0
ID_4900,O=C(Nc1ccc(c2oc(c3occc3)[n][n]2)cc1)c1cc(c(OC)c(c1)OC)OC,1,0
ID_6121,O=C(Nc1ccc(c2oc(c3occc3)[n][n]2)cc1)c1cc(OC)ccc1,1,0
ID_7318,O=C(N1CCCC1C(=O)Nc1cc(c([n]2[n][n][n]c2)cc1)C)Nc1cc(cc(c1)C)C,1,0
ID_7423,O=C(Nc1cc(C)c([n]2[n][n][n]c2)cc1)c1occc1,1,0
ID_5070,O=C(Nc1ccc([n]2[n][n]cc2c2cc(c(cc2)OC)OC)cc1)c1occc1,1,0
ID_10591,O=C(Nc1ccc([n]2[n][n]cc2c2occc2)cc1)c1cc2c(oc1=O)cccc2,1,0
